İlçe,Tarih,PM10 (µg/m3),PM2.5 (µg/m3),SO2 (µg/m3),CO (µg/m3),NO2 (µg/m3),NOX (µg/m3),NO (µg/m3),O3 (µg/m3),Maks_Sıcaklik_C,Toplam_Yağış_mm,Maks_Rüzgar_Hızı_kmh,average_traffic_index,Ay,Durum,Sağlık_Risk_Durumu
Kağıthane,27.08.2016,37.14,21.52,1.56,,26.0,41.96,10.43,74.92,25.3,0.9,27.6,26.390243902439025,8,Hafta Sonu,Orta Risk (Hassas Gruplar Dikkat)
Kağıthane,28.08.2016,37.13,21.52,2.1,,32.55,54.61,14.42,60.7,26.6,0.2,20.6,18.15625,8,Hafta Sonu,Orta Risk (Hassas Gruplar Dikkat)
Kağıthane,29.08.2016,37.13,21.51,2.67,,44.73,88.49,28.6,48.5,27.2,0.1,16.1,26.602836879432623,8,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kağıthane,30.08.2016,37.13,21.51,3.87,,46.74,95.49,31.86,43.55,26.9,0.3,12.8,15.871527777777777,8,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kağıthane,31.08.2016,37.13,21.51,4.17,,43.99,94.91,33.15,47.13,26.5,1.2,27.8,28.527272727272727,8,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kağıthane,01.09.2016,37.13,21.51,1.72,,28.18,48.11,13.04,67.96,26.4,0.0,27.7,31.68928571428572,9,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kağıthane,02.09.2016,37.13,21.51,2.78,,28.1,46.39,11.96,63.6,25.7,0.5,31.8,35.16491228070176,9,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kağıthane,03.09.2016,37.13,21.5,2.12,,27.67,45.05,11.36,72.09,25.2,0.0,28.6,28.35766423357664,9,Hafta Sonu,Orta Risk (Hassas Gruplar Dikkat)
Kağıthane,04.09.2016,37.12,21.5,2.18,,30.0,51.07,13.77,69.46,26.6,0.0,25.3,20.649122807017545,9,Hafta Sonu,Orta Risk (Hassas Gruplar Dikkat)
Kağıthane,05.09.2016,37.12,21.5,2.36,,49.41,97.97,31.73,43.46,27.5,0.0,18.9,32.39920948616601,9,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kağıthane,06.09.2016,37.12,21.5,3.18,,55.33,161.03,69.08,33.74,29.5,0.0,22.7,30.90877192982456,9,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kağıthane,07.09.2016,37.12,21.5,2.84,,27.96,47.58,12.83,69.5,28.5,0.0,29.1,29.95121951219512,9,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kağıthane,08.09.2016,37.11,21.5,3.2,,34.41,58.5,15.74,80.21,29.1,0.0,24.0,36.85263157894737,9,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kağıthane,09.09.2016,37.11,21.49,3.56,,37.95,61.74,15.55,65.49,28.6,0.0,25.0,32.063604240282686,9,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kağıthane,10.09.2016,37.1,21.49,2.87,,26.82,42.59,10.3,81.14,28.5,0.0,30.9,16.35438596491228,9,Hafta Sonu,Orta Risk (Hassas Gruplar Dikkat)
Kağıthane,11.09.2016,37.1,21.48,2.68,,19.18,30.49,7.4,84.9,27.2,0.0,32.6,4.680555555555556,9,Hafta Sonu,Orta Risk (Hassas Gruplar Dikkat)
Kağıthane,12.09.2016,37.1,21.48,2.16,,16.47,26.61,6.63,92.64,26.2,0.0,32.4,11.146341463414634,9,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kağıthane,13.09.2016,37.1,21.48,2.65,,18.0,28.65,6.96,81.88,26.1,0.2,25.6,18.48263888888889,9,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kağıthane,14.09.2016,37.09,21.47,3.93,,37.45,75.16,24.65,38.34,27.0,0.0,12.8,14.94773519163763,9,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kağıthane,15.09.2016,37.09,21.47,3.43,,34.88,63.84,18.93,44.92,27.9,0.0,20.1,9.8125,9,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kağıthane,16.09.2016,37.08,21.47,3.13,,34.53,54.8,13.25,49.73,25.3,0.0,16.8,8.508710801393727,9,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kağıthane,17.09.2016,37.08,21.47,3.64,,65.68,155.23,58.53,24.1,28.5,0.0,14.5,10.541666666666666,9,Hafta Sonu,Orta Risk (Hassas Gruplar Dikkat)
Kağıthane,18.09.2016,37.08,21.46,5.86,,89.39,214.12,81.52,25.87,31.2,0.0,13.0,9.334494773519165,9,Hafta Sonu,Orta Risk (Hassas Gruplar Dikkat)
Kağıthane,19.09.2016,37.08,21.46,5.67,,80.79,195.46,74.95,25.02,30.6,0.0,19.1,20.5993031358885,9,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kağıthane,20.09.2016,37.08,21.46,3.62,,40.33,66.99,17.42,46.32,26.9,14.8,26.7,32.454861111111114,9,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kağıthane,21.09.2016,37.08,21.45,3.33,,35.95,71.31,23.11,38.18,18.9,5.0,23.4,34.80212014134276,9,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kağıthane,22.09.2016,37.07,21.45,4.22,,47.89,120.26,47.3,19.74,18.8,5.0,16.3,33.132867132867126,9,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kağıthane,23.09.2016,37.07,21.45,3.28,,44.92,97.84,34.59,31.42,18.0,6.7,20.3,36.89236111111112,9,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kağıthane,24.09.2016,37.07,21.44,2.71,,59.31,192.81,87.25,,19.5,0.0,20.1,29.878472222222225,9,Hafta Sonu,Orta Risk (Hassas Gruplar Dikkat)
Kağıthane,25.09.2016,37.06,21.44,3.43,,49.37,146.17,63.27,,20.1,0.5,22.0,24.62020905923345,9,Hafta Sonu,Orta Risk (Hassas Gruplar Dikkat)
Kağıthane,26.09.2016,37.06,21.44,3.74,,44.38,79.17,22.74,35.91,19.4,2.4,19.8,30.260416666666664,9,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kağıthane,27.09.2016,37.05,21.43,2.78,,35.9,64.14,18.48,41.52,19.2,11.1,25.6,28.6411149825784,9,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kağıthane,28.09.2016,37.05,21.43,1.81,,50.85,100.61,32.52,29.14,20.2,0.5,20.2,26.472222222222225,9,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kağıthane,29.09.2016,37.05,21.43,3.09,,64.15,213.11,97.36,22.25,21.9,0.0,12.6,27.952,9,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kağıthane,30.09.2016,37.05,21.43,7.3,,89.63,367.42,181.6,17.93,24.1,0.0,16.5,31.31128404669261,9,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kağıthane,01.10.2016,37.05,21.43,4.18,,58.44,103.44,29.42,37.88,24.3,0.0,17.8,29.944250871080136,10,Hafta Sonu,Orta Risk (Hassas Gruplar Dikkat)
Kağıthane,02.10.2016,37.05,21.42,2.78,,45.86,120.83,49.0,24.82,23.4,0.0,13.5,23.18815331010453,10,Hafta Sonu,Orta Risk (Hassas Gruplar Dikkat)
Kağıthane,03.10.2016,37.04,21.42,3.49,,61.57,191.8,85.12,16.61,23.9,0.0,12.6,25.447552447552447,10,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kağıthane,04.10.2016,37.04,21.42,3.58,,47.6,118.42,46.29,27.69,23.7,0.4,19.9,27.36013986013986,10,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kağıthane,05.10.2016,37.04,21.42,4.95,,45.99,83.0,24.19,37.39,19.1,2.3,22.3,29.45205479452055,10,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kağıthane,06.10.2016,37.04,21.41,6.47,,42.05,82.27,26.29,29.27,19.4,0.0,24.0,28.40418118466899,10,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kağıthane,07.10.2016,37.04,21.41,9.64,,71.32,250.46,117.09,9.14,22.3,0.0,13.8,28.82578397212544,10,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kağıthane,08.10.2016,37.04,21.4,7.18,,41.08,115.22,48.46,36.85,21.0,8.6,24.8,29.12152777777777,10,Hafta Sonu,Orta Risk (Hassas Gruplar Dikkat)
Kağıthane,09.10.2016,37.03,21.4,4.0,,35.81,61.72,16.93,31.84,19.2,0.0,18.1,20.501742160278745,10,Hafta Sonu,Orta Risk (Hassas Gruplar Dikkat)
Kağıthane,10.10.2016,37.03,21.4,5.77,,52.23,144.62,60.38,21.57,20.1,0.0,22.4,24.46153846153846,10,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kağıthane,11.10.2016,37.02,21.4,8.46,,67.04,177.75,72.36,21.0,23.6,1.0,12.6,27.916666666666664,10,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kağıthane,12.10.2016,37.01,21.4,10.93,,52.98,189.44,89.19,22.11,24.8,0.6,25.0,26.29616724738676,10,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kağıthane,13.10.2016,37.01,21.4,6.56,,42.05,84.19,27.54,30.92,19.7,11.2,15.8,30.96875,10,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kağıthane,14.10.2016,37.01,21.4,3.58,,40.43,98.93,38.23,27.67,17.2,0.0,23.7,31.34494773519164,10,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kağıthane,15.10.2016,37.01,21.4,2.93,,40.32,76.79,23.83,31.75,18.1,0.0,18.8,28.96180555555556,10,Hafta Sonu,Orta Risk (Hassas Gruplar Dikkat)
Kağıthane,16.10.2016,37.0,21.39,3.76,,42.85,90.71,31.29,24.71,19.7,0.2,24.2,21.261324041811847,10,Hafta Sonu,Orta Risk (Hassas Gruplar Dikkat)
Kağıthane,17.10.2016,37.0,21.39,2.9,,30.82,58.25,17.93,39.4,16.5,0.1,39.0,31.36933797909408,10,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kağıthane,18.10.2016,36.99,21.39,2.48,,34.53,65.26,20.09,41.79,14.1,0.0,34.7,31.21951219512195,10,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kağıthane,19.10.2016,36.99,21.39,4.08,,55.25,131.94,50.12,23.14,16.0,0.5,19.8,27.449122807017545,10,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kağıthane,20.10.2016,36.98,21.39,5.46,,60.25,251.32,124.92,15.21,17.3,0.0,24.3,27.63636363636364,10,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kağıthane,21.10.2016,36.98,21.39,5.04,,38.27,75.18,24.13,35.89,18.7,0.0,24.5,30.89583333333333,10,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kağıthane,22.10.2016,36.98,21.39,5.69,,63.8,189.79,82.35,11.59,19.5,0.0,9.5,29.51736111111111,10,Hafta Sonu,Orta Risk (Hassas Gruplar Dikkat)
Kağıthane,23.10.2016,36.97,21.38,5.08,,43.4,88.93,29.76,24.25,19.7,1.0,17.1,22.149825783972123,10,Hafta Sonu,Orta Risk (Hassas Gruplar Dikkat)
Kağıthane,24.10.2016,36.96,21.38,2.99,,31.63,57.91,17.17,39.6,16.8,0.0,25.8,24.41811846689896,10,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kağıthane,25.10.2016,36.96,21.38,2.27,,29.14,57.6,18.6,40.68,15.2,0.0,24.4,26.4808362369338,10,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kağıthane,26.10.2016,36.96,21.37,4.34,,44.28,84.64,26.38,30.09,15.5,1.5,20.7,28.41811846689896,10,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kağıthane,27.10.2016,36.95,21.37,4.01,,46.26,87.2,26.76,19.18,14.7,0.9,26.1,32.45833333333333,10,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kağıthane,29.10.2016,36.94,21.37,2.49,,30.0,55.29,16.54,39.17,12.8,2.7,30.6,18.79861111111111,10,Hafta Sonu,Orta Risk (Hassas Gruplar Dikkat)
Kağıthane,30.10.2016,36.93,21.37,5.01,,52.12,209.85,103.1,14.21,13.9,0.1,18.8,19.898954703832757,10,Hafta Sonu,Orta Risk (Hassas Gruplar Dikkat)
Kağıthane,31.10.2016,36.93,21.37,4.6,,50.16,134.02,54.63,21.68,12.6,0.4,19.2,24.68055555555556,10,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kağıthane,01.11.2016,36.92,21.37,4.25,,59.81,198.15,90.44,16.87,10.6,4.2,21.5,27.38675958188153,11,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kağıthane,02.11.2016,36.92,21.37,4.37,,68.62,287.84,143.28,13.67,12.9,0.0,16.9,28.303135888501743,11,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kağıthane,03.11.2016,36.91,21.36,4.79,,71.21,146.01,48.89,19.7,17.5,0.0,22.8,28.7595818815331,11,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kağıthane,04.11.2016,36.91,21.36,3.62,,54.23,134.05,52.17,11.53,15.5,4.9,18.7,34.36971830985916,11,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kağıthane,05.11.2016,36.91,21.36,2.5,,53.94,178.08,81.14,6.81,16.6,0.2,11.7,25.67013888888889,11,Hafta Sonu,Orta Risk (Hassas Gruplar Dikkat)
Kağıthane,06.11.2016,36.9,21.35,2.9,,49.67,181.28,86.02,12.67,18.7,0.0,24.8,16.94076655052265,11,Hafta Sonu,Orta Risk (Hassas Gruplar Dikkat)
Kağıthane,07.11.2016,36.9,21.35,2.24,,37.56,60.63,15.08,33.55,20.8,0.0,31.1,23.30514705882353,11,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kağıthane,08.11.2016,36.9,21.35,4.05,,40.54,67.09,17.35,26.99,23.0,0.0,31.1,26.486013986013983,11,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kağıthane,09.11.2016,36.9,21.35,6.06,,60.0,196.6,89.5,16.81,23.9,0.2,28.0,25.257042253521128,11,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kağıthane,10.11.2016,36.9,21.34,5.05,,38.72,70.09,20.51,29.79,19.7,3.8,33.9,32.1241134751773,11,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kağıthane,11.11.2016,36.9,21.34,4.41,,60.34,145.0,55.33,15.35,18.4,3.0,17.9,30.81914893617021,11,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kağıthane,12.11.2016,36.9,21.34,3.74,,62.76,221.99,104.07,10.53,19.6,0.0,16.9,27.853658536585364,11,Hafta Sonu,Orta Risk (Hassas Gruplar Dikkat)
Kağıthane,13.11.2016,36.89,21.33,4.47,,31.9,51.5,12.82,37.67,17.4,6.3,32.8,22.163194444444443,11,Hafta Sonu,Orta Risk (Hassas Gruplar Dikkat)
Kağıthane,14.11.2016,36.87,21.33,2.81,,38.28,69.76,20.57,31.54,11.7,0.0,22.9,25.342657342657343,11,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kağıthane,15.11.2016,36.87,21.33,3.29,,24.32,44.87,13.43,42.53,8.3,0.7,25.2,29.5,11,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kağıthane,16.11.2016,36.87,21.33,3.37,,58.85,132.49,48.13,33.42,7.8,1.4,24.9,26.797909407665504,11,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kağıthane,17.11.2016,36.87,21.33,5.27,,171.47,637.43,304.55,11.16,10.7,0.0,14.4,31.16724738675958,11,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kağıthane,18.11.2016,36.86,21.32,7.41,,181.89,577.91,286.23,8.39,14.0,0.0,12.7,28.561403508771928,11,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kağıthane,19.11.2016,36.86,21.32,7.87,,161.89,541.11,247.86,12.26,15.7,0.0,15.5,26.14236111111111,11,Hafta Sonu,Orta Risk (Hassas Gruplar Dikkat)
Kağıthane,20.11.2016,36.86,21.32,4.16,,108.46,306.92,129.71,21.87,15.2,0.0,12.9,17.118466898954704,11,Hafta Sonu,Orta Risk (Hassas Gruplar Dikkat)
Kağıthane,21.11.2016,36.85,21.32,4.62,,124.49,269.42,94.73,25.99,14.4,0.0,21.1,24.77304964539007,11,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kağıthane,22.11.2016,36.85,21.32,3.72,,96.1,155.62,38.9,34.25,14.2,0.0,21.4,27.041666666666664,11,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kağıthane,23.11.2016,36.85,21.32,3.69,,134.06,264.57,85.3,32.18,13.5,0.0,19.7,27.49825783972125,11,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kağıthane,24.11.2016,36.84,21.31,2.63,,102.41,166.81,42.09,37.23,12.9,0.0,20.6,29.275261324041807,11,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kağıthane,25.11.2016,36.84,21.31,5.06,,199.14,648.3,364.91,9.16,13.8,0.0,10.1,27.27777777777777,11,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kağıthane,26.11.2016,36.83,21.31,6.26,,198.34,1067.82,571.65,5.96,13.6,0.0,8.9,23.78048780487805,11,Hafta Sonu,Orta Risk (Hassas Gruplar Dikkat)
Kağıthane,27.11.2016,36.83,21.3,9.42,,164.91,593.64,280.21,7.31,14.7,2.4,22.7,18.940972222222225,11,Hafta Sonu,Orta Risk (Hassas Gruplar Dikkat)
Kağıthane,28.11.2016,36.82,21.3,3.49,,112.1,181.6,45.42,28.97,13.1,51.3,23.3,39.57818181818182,11,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kağıthane,29.11.2016,36.82,21.3,2.44,,69.75,116.71,30.68,39.2,10.1,35.2,41.2,41.97543859649122,11,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kağıthane,30.11.2016,36.82,21.29,5.15,,45.42,77.66,22.95,52.6,6.8,6.5,41.7,31.545454545454543,11,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kağıthane,01.12.2016,36.81,21.29,5.75,,90.87,169.39,51.32,43.05,5.5,0.3,29.8,25.89236111111111,12,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kağıthane,02.12.2016,36.8,21.28,11.79,,115.03,179.74,42.29,27.3,10.0,1.6,41.9,31.76223776223776,12,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kağıthane,03.12.2016,36.8,21.28,9.56,,111.83,308.75,128.7,26.91,9.4,1.3,34.3,26.045296167247383,12,Hafta Sonu,Orta Risk (Hassas Gruplar Dikkat)
Kağıthane,04.12.2016,36.8,21.28,8.97,,138.95,595.41,298.34,14.79,8.5,0.0,14.8,18.486013986013983,12,Hafta Sonu,Orta Risk (Hassas Gruplar Dikkat)
Kağıthane,05.12.2016,36.8,21.28,7.26,,137.57,365.49,148.97,18.68,8.2,0.0,25.3,26.445993031358885,12,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kağıthane,06.12.2016,36.8,21.28,12.42,,156.03,565.35,271.2,10.99,8.5,0.0,16.9,34.7153024911032,12,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kağıthane,07.12.2016,36.8,21.28,11.8,,123.94,392.56,175.57,20.17,8.2,2.0,32.7,31.774545454545454,12,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kağıthane,08.12.2016,36.8,21.28,6.63,,74.78,178.65,67.89,30.96,6.5,0.0,27.1,30.20717131474104,12,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kağıthane,09.12.2016,36.79,21.27,18.57,,126.19,238.22,73.22,16.75,10.6,0.0,24.4,30.6794425087108,12,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kağıthane,10.12.2016,36.79,21.27,16.99,,149.8,403.4,165.75,17.58,11.3,0.0,21.5,28.56842105263157,12,Hafta Sonu,Orta Risk (Hassas Gruplar Dikkat)
Kağıthane,11.12.2016,36.78,21.27,23.94,,164.25,454.42,189.65,12.48,13.1,0.0,16.3,19.372822299651567,12,Hafta Sonu,Orta Risk (Hassas Gruplar Dikkat)
Kağıthane,12.12.2016,36.78,21.27,25.35,,151.95,283.64,86.08,19.19,12.7,11.2,22.2,31.409252669039144,12,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kağıthane,13.12.2016,36.78,21.27,7.45,,65.2,126.59,40.12,33.47,8.3,14.8,39.0,37.996226415094334,12,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kağıthane,14.12.2016,36.78,21.27,3.36,,51.05,106.08,35.97,41.65,4.4,2.1,37.6,29.261324041811847,12,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kağıthane,15.12.2016,36.78,21.27,10.86,,101.13,190.2,58.22,16.88,6.7,1.8,19.2,32.87412587412587,12,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kağıthane,16.12.2016,36.78,21.27,5.49,,41.91,78.98,24.22,31.71,4.9,6.8,27.4,35.94306049822064,12,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kağıthane,17.12.2016,36.77,21.27,3.66,,48.13,120.6,47.37,34.11,5.1,3.1,25.3,24.788194444444443,12,Hafta Sonu,Orta Risk (Hassas Gruplar Dikkat)
Kağıthane,18.12.2016,36.76,21.26,5.48,,65.68,242.44,115.53,9.73,5.5,0.0,15.5,17.827464788732392,12,Hafta Sonu,Orta Risk (Hassas Gruplar Dikkat)
Kağıthane,19.12.2016,36.76,21.26,8.83,,83.57,442.02,234.28,7.97,6.6,0.0,13.1,25.8550185873606,12,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kağıthane,20.12.2016,36.75,21.26,12.9,,76.8,448.43,242.9,9.14,6.1,3.1,16.5,32.8785046728972,12,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kağıthane,21.12.2016,36.75,21.26,6.2,,21.96,48.33,17.24,35.9,5.6,7.7,36.9,36.98393574297189,12,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kağıthane,22.12.2016,36.75,21.26,5.68,,20.43,44.86,15.97,41.52,6.7,3.2,37.9,35.03508771929825,12,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kağıthane,23.12.2016,36.75,21.25,5.78,,23.77,64.3,26.49,41.05,8.5,5.9,33.3,37.79225352112676,12,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kağıthane,24.12.2016,36.74,21.25,5.59,,24.19,71.09,30.62,42.27,7.5,2.3,25.5,29.587188612099645,12,Hafta Sonu,Orta Risk (Hassas Gruplar Dikkat)
Kağıthane,25.12.2016,36.74,21.25,10.49,,22.44,79.2,37.03,17.54,7.3,1.1,17.9,17.055555555555557,12,Hafta Sonu,Orta Risk (Hassas Gruplar Dikkat)
Kağıthane,26.12.2016,36.73,21.25,9.01,,29.09,245.98,141.85,14.71,7.0,4.2,18.4,30.01742160278745,12,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kağıthane,27.12.2016,36.73,21.25,9.44,,25.32,211.48,121.68,9.8,7.6,0.9,20.5,32.0625,12,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kağıthane,28.12.2016,36.73,21.24,11.65,,25.03,146.56,79.43,17.33,6.6,2.4,27.1,30.253521126760564,12,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kağıthane,29.12.2016,36.73,21.23,6.12,,29.59,77.11,31.06,60.78,4.8,27.8,50.8,43.388692579505296,12,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kağıthane,31.12.2016,36.72,21.23,2.23,,26.87,73.33,30.3,28.12,4.4,10.7,22.0,23.662020905923345,12,Hafta Sonu,Orta Risk (Hassas Gruplar Dikkat)
Kağıthane,01.01.2017,36.72,21.23,6.06,,19.47,61.11,27.21,33.9,4.3,4.1,18.9,12.766423357664232,1,Hafta Sonu,Orta Risk (Hassas Gruplar Dikkat)
Kağıthane,02.01.2017,36.72,21.22,18.03,,31.15,105.97,48.9,21.3,5.6,0.0,19.5,21.80208333333333,1,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kağıthane,03.01.2017,36.71,21.22,20.45,,40.17,118.61,51.27,28.32,8.3,0.0,23.5,23.675958188153317,1,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kağıthane,04.01.2017,36.71,21.22,18.88,,49.11,382.91,218.17,11.86,9.6,0.2,21.8,26.372822299651567,1,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kağıthane,05.01.2017,36.7,21.22,13.43,,54.89,247.73,126.04,18.41,10.4,9.1,22.1,35.10452961672473,1,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kağıthane,06.01.2017,36.7,21.22,11.16,,46.98,272.56,147.44,25.96,12.8,22.6,33.3,36.36585365853659,1,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kağıthane,07.01.2017,36.7,21.22,2.36,,12.86,35.51,14.81,41.38,-0.6,23.7,35.1,21.849122807017544,1,Hafta Sonu,Orta Risk (Hassas Gruplar Dikkat)
Kağıthane,08.01.2017,36.7,21.21,3.43,,14.85,23.8,5.85,46.36,-2.5,0.3,16.3,7.498257839721254,1,Hafta Sonu,Orta Risk (Hassas Gruplar Dikkat)
Kağıthane,09.01.2017,36.69,21.21,4.78,,16.36,27.28,7.14,50.13,-0.4,3.4,19.1,40.14336917562724,1,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kağıthane,10.01.2017,36.68,21.21,8.09,,34.41,106.14,46.88,27.99,2.7,3.4,28.8,22.60975609756097,1,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kağıthane,11.01.2017,36.67,21.21,15.4,,41.27,167.07,82.22,24.47,5.3,1.4,28.6,26.860627177700348,1,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kağıthane,12.01.2017,36.67,21.2,22.48,,42.23,197.4,101.42,26.59,6.8,21.6,29.2,28.325174825174823,1,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kağıthane,13.01.2017,36.67,21.2,16.58,,37.83,220.65,119.5,20.28,6.0,0.0,14.9,34.51048951048951,1,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kağıthane,14.01.2017,36.66,21.2,17.81,,62.28,256.18,126.73,28.54,11.6,0.2,29.3,30.17073170731708,1,Hafta Sonu,Orta Risk (Hassas Gruplar Dikkat)
Kağıthane,15.01.2017,36.66,21.2,6.38,,41.34,110.96,45.51,40.61,8.9,19.4,20.3,24.77430555555556,1,Hafta Sonu,Orta Risk (Hassas Gruplar Dikkat)
Kağıthane,16.01.2017,36.66,21.2,5.91,,34.24,113.05,51.51,26.85,5.6,14.0,24.7,35.20209059233449,1,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kağıthane,17.01.2017,36.66,21.2,7.15,,31.32,164.22,86.86,9.67,9.7,7.7,14.1,36.70383275261324,1,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
Kağıthane,18.01.2017,36.65,21.19,5.42,,20.18,101.91,53.42,29.5,7.7,7.2,23.7,37.73591549295775,1,Hafta İçi,Orta Risk (Hassas Gruplar Dikkat)
